Provincia,Partido,Localidad,ADSL,DIALUP,FIBRAOPTICA,4G,TELEFONIAFIJA,SATELITAL
CORDOBA,,,No,,,No,,
CORDOBA,,San Pedro de Gütemberg,No,,No,No,,
,Río Seco,Santa Elena,,No,No,,No,No
,Río Seco,Sebastián Elcano,No,No,Si,Si,Si,No
CORDOBA,,Villa Candelaria,No,,No,No,,
CORDOBA,San Justo,,Si,No,,Si,,Si
CORDOBA,San Justo,Balnearia,,No,No,,Si,No
,San Justo,Brinkmann,Si,No,Si,Si,Si,No
CORDOBA,San Justo,,No,No,,No,No,
CORDOBA,,,No,,No,No,,No
CORDOBA,,Colonia Iturraspe,No,,No,No,,No
CORDOBA,,,No,,,No,,No
,San Justo,Colonia Marina,No,No,Si,Si,Si,Si
,San Justo,Colonia Prosperidad,,No,No,,Si,
CORDOBA,San Justo,,No,,,Si,Si,No
CORDOBA,,Colonia San Pedro,No,,No,No,,No
CORDOBA,San Justo,,No,No,,No,No,No
CORDOBA,,Colonia Valtelina,No,,,No,,
CORDOBA,San Justo,Colonia Vignaud,,No,Si,,Si,No
,Calamuchita,Lutti,No,No,No,No,No,No
,Calamuchita,Monte Ralo,No,No,No,No,No,
,Calamuchita,Parque Calmayo,,No,No,,No,No
CORDOBA,,Río de los Sauces,No,,No,Si,,No
CORDOBA,,,Si,,,Si,,No
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),,No,No,,Si,No
,Calamuchita,San Ignacio (Loteo Vélez Crespo),No,No,No,Si,No,
CORDOBA,,Santa Monica,No,,No,No,,No
CORDOBA,Calamuchita,,Si,No,,Si,Si,No
,Calamuchita,Segunda Usina,No,No,No,,No,
CORDOBA,Calamuchita,Solar de los Molinos,,No,No,,Si,
,Calamuchita,Villa Alpina,,No,No,,No,No
,Calamuchita,Villa Amancay,No,No,No,Si,Si,No
CORDOBA,,,Si,,,Si,,
CORDOBA,,Villa Ciudad Parque Los Reartes,No,,No,Si,,No
,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),No,No,No,No,Si,No
,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),,No,No,,No,No
CORDOBA,San Justo,Devoto,,No,Si,,Si,No
,San Justo,El Arañado,,No,No,,Si,
CORDOBA,San Justo,,No,No,,Si,Si,No
CORDOBA,,,No,,,Si,,No
CORDOBA,,El Tío,Si,,Si,Si,,
CORDOBA,San Justo,,No,No,,Si,,
,San Justo,Freyre,Si,No,Si,Si,Si,No
,San Justo,La Francia,,No,Si,,Si,No
CORDOBA,,,Si,,,Si,,No
CORDOBA,,La Tordilla,Si,,No,Si,,
,San Justo,Las Varas,,No,Si,,Si,No
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),,No,Si,,Si,Si
JUJUY,,,No,,,No,,No
JUJUY,Ledesma,,No,No,,No,No,
JUJUY,Ledesma,,No,,,Si,No,No
JUJUY,,Yuto,No,,No,Si,,Si
JUJUY,Palpalá,Carahunco,,No,No,,Si,
,Palpalá,Centro Forestal,Si,No,No,No,Si,No
JUJUY,,Mina 9 de Octubre,No,,No,No,,No
JUJUY,,,Si,,,Si,,Si
JUJUY,,Rio Blanco,No,,No,Si,,
JUJUY,,,No,No,,No,No,No
,Rinconada,Coyaguaima,No,No,Si,No,No,No
JUJUY,Rinconada,Lagunillas de Farallón,,No,Si,,No,No
JUJUY,Rinconada,Liviara,,No,No,,No,Si
,Rinconada,Loma Blanca,,No,No,,No,
JUJUY,Rinconada,,No,No,,No,Si,Si
JUJUY,,,No,,,No,,No
,Rinconada,Rinconada,No,No,No,No,No,
JUJUY,San Antonio,El Ceibal,,No,Si,,No,
JUJUY,San Antonio,,No,No,,No,No,No
JUJUY,,Puesto Viejo,No,,No,Si,,Si
,El Carmen,San Isidro,,No,No,,No,
,El Carmen,San Juancito,No,No,No,Si,No,
,Humahuaca,Aparzo,,No,No,,No,No
JUJUY,Humahuaca,Cianzo,,No,No,,No,No
JUJUY,,,No,,,No,,
JUJUY,Humahuaca,,No,No,,Si,Si,
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),,No,Si,,No,No
,Humahuaca,Humahuaca,Si,No,No,,Si,Si
,Humahuaca,Palca de Aparzo,,No,No,,No,
JUJUY,Humahuaca,Palca de Varas,,No,No,,No,
JUJUY,,,No,,,No,,No
JUJUY,Humahuaca,,No,No,,Si,No,No
JUJUY,Humahuaca,,Si,,,No,Si,
JUJUY,,Bananal,No,,No,No,,No
JUJUY,Ledesma,Bermejito,,No,No,,No,No
,Ledesma,Caimancito,Si,No,No,Si,Si,Si
JUJUY,,Calilegua,No,,No,Si,,Si
JUJUY,,,No,,,Si,,
JUJUY,Ledesma,Fraile Pintado,,No,No,,Si,Si
,Ledesma,Libertad,,No,No,,No,No
CORRIENTES,Capital,,No,No,,Si,Si,Si
CORRIENTES,,,No,,,Si,,
CORRIENTES,,San Cayetano,No,,No,No,,Si
CORRIENTES,Concepción,,No,No,,Si,,Si
,Concepción,Santa Rosa,No,No,No,Si,Si,
,Concepción,Tabay,,No,No,,Si,Si
CORRIENTES,,,No,,,Si,,Si
CORRIENTES,,Cazadores Correntinos,No,,No,Si,,Si
CORRIENTES,,Curuzú Cuatiá,Si,,Si,Si,,Si
CORRIENTES,Curuzú Cuatiá,,No,No,,Si,Si,
,Empedrado,El Sombrero,Si,No,No,,Si,Si
CORRIENTES,Empedrado,Empedrado,,No,No,,Si,Si
,Marcos Juárez,Monte Buey,,No,No,,Si,
,Marcos Juárez,Noetinger,No,No,No,No,No,No
CORDOBA,,,Si,,,No,,No
CORDOBA,,Saladillo,No,,No,No,,No
,Marcos Juárez,Villa Elisa,Si,Si,No,No,Si,
,Minas,Ciénaga del Coro,,No,Si,,Si,
CORDOBA,Minas,,No,No,,No,No,No
CORDOBA,,Estancia de Guadalupe,No,,,No,,No
CORDOBA,Minas,Guasapampa,,No,No,,No,No
,Minas,La Playa,No,No,No,No,No,
,Minas,San Carlos Minas,Si,No,Si,Si,Si,No
,Minas,Talaini,,No,No,,No,No
CORDOBA,,Tosno,No,,No,No,,
CORDOBA,,,No,,,Si,,
CORDOBA,Pocho,Las Palmas,,No,No,,No,No
,Pocho,Los Talares,No,No,No,No,No,No
CORDOBA,Pocho,Salsacate,,No,Si,,Si,
,Pocho,San Gerónimo,No,No,No,No,No,
CORDOBA,Pocho,,No,No,,Si,Si,No
CORRIENTES,,,Si,,Si,Si,,Si
CORRIENTES,,Pueblo Libertador,No,,No,Si,,Si
CORRIENTES,,,Si,,,Si,,
,General Alvear,Estación Torrent,No,No,No,Si,No,Si
,General Paz,Itá Ibaté,,No,No,,Si,Si
CORRIENTES,General Paz,,No,,,Si,No,
CORRIENTES,,Nuestra Señora del Rosario de Caá Catí,No,,No,Si,,No
,General Paz,Palmar Grande,,No,No,No,No,Si
CORRIENTES,Goya,Colonia Carolina,,No,No,,Si,Si
CORRIENTES,,Goya,Si,,Si,Si,,
CORRIENTES,ItatÍ,,Si,No,,Si,Si,Si
CORRIENTES,,,No,,,Si,,No
CORDOBA,,General Levalle,Si,,Si,Si,,No
,Presidente Roque Sáenz Peña,La Cesira,,No,Si,,Si,Si
,Presidente Roque Sáenz Peña,Laboulaye,Si,No,Si,Si,Si,
CORDOBA,,Leguizamón,No,,Si,No,,No
CORDOBA,Presidente Roque Sáenz Peña,,No,No,,Si,,No
CORDOBA,Presidente Roque Sáenz Peña,,No,No,,Si,Si,
CORDOBA,,,No,,,Si,,No
CORDOBA,Presidente Roque Sáenz Peña,San Joaquín,,No,No,,Si,No
,Presidente Roque Sáenz Peña,Serrano,,No,No,,Si,Si
,Presidente Roque Sáenz Peña,Villa Rossi,No,No,No,Si,Si,No
,Punilla,Barrio Santa Isabel,,No,No,,No,
CORDOBA,,Bialet Massé,Si,,Si,Si,,No
CORDOBA,Punilla,,No,No,,No,,No
,Tulumba,Lucio V. Mansilla,,No,No,,Si,
,Tulumba,Rosario del Saladillo,No,No,Si,No,No,
CORDOBA,,,Si,,,Si,,Si
CORDOBA,Tulumba,,No,No,,Si,No,No
,Tulumba,San Pedro Norte,,No,No,,No,
CORDOBA,Tulumba,Villa Tulumba,,No,Si,,Si,No
CORDOBA,Unión,Aldea Santa María,,No,No,,No,No
,Unión,Alto Alegre,Si,No,Si,Si,Si,No
CORDOBA,,,No,,,Si,No,
CORDOBA,,Ballesteros,Si,,Si,Si,,
,Unión,Ballesteros Sur,No,No,Si,No,Si,No
,Unión,Bell Ville,,No,Si,,Si,No
,Unión,Benjamín Gould,No,No,No,Si,Si,No
CORRIENTES,Ituzaingó,Colonia Liebig's,,No,No,,Si,
CORRIENTES,,Ituzaingó,Si,,No,Si,,Si
CORRIENTES,Ituzaingó,,No,,,Si,No,No
CORRIENTES,Ituzaingó,,No,No,,Si,Si,
CORRIENTES,,,No,,,Si,,
CORRIENTES,Lavalle,Cruz de los Milagros,,No,No,,No,No
,Lavalle,Gobernador Juan E. Martínez,,No,Si,,Si,Si
CORRIENTES,,,No,,No,Si,,Si
CORRIENTES,Lavalle,,Si,No,,Si,Si,
CORRIENTES,Lavalle,Villa Córdoba,,No,No,,No,No
,Lavalle,Yatayti Calle,No,No,No,Si,No,No
CORRIENTES,Mburucuyá,,No,No,,Si,,Si
CORRIENTES,,Felipe Yofré,No,,No,Si,,
CORRIENTES,,,No,,,Si,,Si
CORRIENTES,Mercedes,,Si,No,,Si,Si,Si
,Monte Caseros,Colonia Libertad,,No,No,,No,
CORRIENTES,Monte Caseros,Estación Libertad,,No,No,,No,No
CORRIENTES,Monte Caseros,,No,No,,Si,Si,Si
CORRIENTES,,Mocoretá,Si,,Si,Si,,Si
CORRIENTES,,Monte Caseros,Si,,Si,Si,,Si
CORRIENTES,Monte Caseros,,No,No,,No,,
,Monte Caseros,Parada Labougle,No,No,No,No,No,No
CORRIENTES,Paso de los Libres,Bonpland,,No,No,,No,Si
CORRIENTES,Paso de los Libres,Parada Pucheta,,No,No,,No,
,Paso de los Libres,Paso de los Libres,,No,Si,,Si,Si
CORRIENTES,Paso de los Libres,,No,No,,Si,No,No
ENTRE RIOS,,,No,,,Si,,No
,Federación,San Ramón,,No,No,,No,
ENTRE RIOS,Federación,Santa Ana,,No,Si,,Si,
ENTRE RIOS,,,No,,,No,Si,No
ENTRE RIOS,,Conscripto Bernardi,No,,No,Si,,No
ENTRE RIOS,Federal,El Cimarrón,,No,No,,Si,
,Federal,Federal,Si,No,Si,Si,Si,
,Federal,Nueva Vizcaya,,No,No,,No,No
ENTRE RIOS,Federal,Sauce de Luna,,No,Si,,Si,Si
ENTRE RIOS,,,No,,,Si,,
ENTRE RIOS,Feliciano,,Si,No,,Si,Si,
ENTRE RIOS,Gualeguay,Aldea Asunción,,No,No,,Si,No
,Gualeguay,Estación Lazo,No,No,No,Si,Si,No
,Gualeguay,General Galarza,Si,No,No,Si,Si,
,Islas del Ibicuy,Villa Paranacito,,No,No,,Si,
ENTRE RIOS,,Bovril,No,,Si,Si,,No
ENTRE RIOS,,,No,,,Si,,No
ENTRE RIOS,La Paz,,No,No,,Si,Si,
ENTRE RIOS,,La Paz,Si,,,Si,,
ENTRE RIOS,La Paz,Piedras Blancas,,No,Si,,Si,No
,La Paz,Pueblo Arrúa (Est. Alcaraz),No,No,No,Si,Si,Si
ENTRE RIOS,,,No,,,Si,,No
ENTRE RIOS,La Paz,,Si,No,,Si,Si,
,La Paz,Sir Leonard,,No,No,,No,No
,Nogoyá,Aranguren,No,No,No,Si,Si,Si
ENTRE RIOS,,,No,,,No,,No
ENTRE RIOS,,Don Cristóbal,No,,No,No,,
ENTRE RIOS,,Febré,No,,No,No,,No
CABA,COMUNA 15,,Si,Si,,Si,Si,Si
,Calamuchita,Villa del Dique,Si,No,Si,,No,
CORDOBA,Calamuchita,Villa El Tala,,No,No,,No,No
CORDOBA,Calamuchita,,No,No,,Si,Si,Si
CORDOBA,,,No,,,No,,No
CORDOBA,,,No,,,No,,
CORDOBA,,Villa Rumipal,No,,Si,Si,,No
,COMUNA 15,CHACARITA,,Si,Si,,Si,Si
,Río Seco,Villa de María,No,No,No,Si,Si,No
,Río Segundo,Calchín,,No,No,Si,Si,No
CORDOBA,Río Segundo,Calchín Oeste,,No,No,,Si,
CORDOBA,,Capilla del Carmen,No,,No,Si,,No
CORDOBA,Río Segundo,,No,No,,Si,Si,Si
CABA,COMUNA 15,PARQUE CHAS,,Si,Si,,Si,
,Unión,Canals,,No,Si,,Si,
CORDOBA,,Chilibroste,Si,,Si,No,,No
CORDOBA,,,Si,,,No,,Si
,Unión,Colonia Bismarck,No,No,No,No,Si,
,Unión,Colonia Bremen,,No,No,,No,
CORDOBA,Calamuchita,Villa San Miguel,,No,No,,No,No
,Calamuchita,Villa Yacanto,No,No,No,Si,Si,No
CORDOBA,Capital,,Si,Si,,Si,Si,
CORDOBA,,,No,,No,Si,,
,Capital,La Floresta,,No,No,,No,No
CORDOBA,Colón,1 De Agosto,,No,No,,No,No
CORDOBA,Colón,Agua de Oro,,No,Si,,No,
,Colón,Almirante Brown,No,No,No,No,No,
CORDOBA,,,Si,No,,Si,Si,No
CORDOBA,,Barrio Nuevo Río Ceballos,No,,No,No,,No
CORDOBA,,,No,,,No,,
CORDOBA,Colón,,No,No,,No,No,
,Colón,Ciudad De Los Niños,,No,No,,No,No
CORDOBA,Río Segundo,Colazo,,No,Si,,Si,Si
CORDOBA,Río Segundo,,No,No,,No,No,
CORDOBA,,,Si,,,Si,,No
,Río Segundo,Impira,No,No,No,No,No,No
,Río Segundo,Laguna Larga,,No,Si,,Si,No
CORDOBA,,Las Junturas,Si,,Si,Si,,
CORDOBA,Río Segundo,,Si,No,,Si,Si,No
CORDOBA,Río Segundo,,Si,No,,Si,Si,No
CORDOBA,,,Si,,,Si,,No
CORDOBA,Río Segundo,Matorrales,,No,No,,Si,No
,COMUNA 11,VILLA GENERAL MITRE,,Si,Si,,Si,
CORDOBA,,Colonia Caroya,Si,,Si,Si,,No
CORDOBA,Colón,,No,No,,Si,Si,No
CORDOBA,,,No,,,No,,No
CORDOBA,Colón,,No,No,,No,No,
,Colón,Country Chacras de la Villa - Country San Isidro,,No,No,,No,No
CORDOBA,Colón,Dumesnil,,No,Si,,No,No
CORDOBA,Colón,El Diquecito,,No,No,,No,
,COMUNA 11,VILLA SANTA RITA,Si,Si,Si,Si,Si,Si
CORDOBA,Río Segundo,,Si,No,,Si,,No
CORDOBA,,Pilar,Si,,Si,Si,,Si
,Río Segundo,Pozo del Molle,No,No,No,Si,Si,
,Colón,El Manzano,,No,No,,No,
CORDOBA,Colón,,No,No,,No,No,No
CORDOBA,,,No,,,No,,No
CORDOBA,Colón,General Paz,,No,No,,Si,
,Colón,Jesús María,,No,Si,,Si,
,Colón,La Calera,Si,No,Si,Si,Si,Si
CORDOBA,Colón,La Granja,,No,Si,,Si,No
CORDOBA,,La Morada,No,,No,Si,,
CORDOBA,Colón,,No,,,No,No,No
,Colón,Las Corzuelas,,No,No,,No,No
,Colón,Los Chañaritos,No,No,No,No,No,No
,Colón,Los Molles,,No,No,,No,
,Colón,Malvinas Argentinas,Si,No,Si,Si,Si,
CORDOBA,,,No,,,Si,,Si
CORDOBA,,Arias,Si,,No,Si,,No
CORDOBA,,,Si,,,Si,,
CORDOBA,Marcos Juárez,,No,No,,No,Si,No
,Marcos Juárez,Cavanagh,No,No,No,Si,Si,No
CORDOBA,Marcos Juárez,Colonia Barge,,No,No,,No,No
CORDOBA,Marcos Juárez,,No,No,,No,No,No
CORDOBA,,,No,,,No,,
,Marcos Juárez,Corral de Bustos,Si,No,Si,Si,Si,No
,Marcos Juárez,Cruz Alta,,No,Si,,Si,Si
CORDOBA,,General Baldissera,Si,,No,Si,,Si
CORDOBA,,,Si,,,Si,,
CORDOBA,Juárez Celman,,No,No,,Si,Si,No
CORDOBA,,El Rastreador,No,,No,No,,No
CORDOBA,Juárez Celman,General Cabrera,,No,No,,Si,
,Juárez Celman,General Deheza,,No,Si,,Si,No
CORDOBA,,,No,,,Si,,No
CORDOBA,Juárez Celman,,Si,No,,Si,Si,No
CORDOBA,Juárez Celman,,Si,No,,Si,,No
CORDOBA,,Olaeta,No,,No,Si,,
CORDOBA,Juárez Celman,Pacheco de Melo,,No,No,,No,No
,Juárez Celman,Paso del Durazno,No,No,No,No,No,No
,Juárez Celman,Santa Eufemia,,No,No,,Si,
CORDOBA,Juárez Celman,Ucacha,,No,Si,,Si,No
CORDOBA,,,No,,,Si,,No
CORDOBA,Río Segundo,,No,No,,Si,Si,No
CORDOBA,Río Segundo,Río Segundo,,No,Si,,Si,
,Río Segundo,Santiago Temple,,No,No,Si,Si,
CORDOBA,,Villa del Rosario,Si,,Si,Si,,No
CORDOBA,San Alberto,,No,,,Si,Si,No
,San Alberto,Arroyo Los Patos,No,No,Si,Si,No,No
CORDOBA,San Alberto,El Huayco,,No,No,,Si,
CORDOBA,San Alberto,La Cortadera,,No,Si,,No,No
,San Alberto,Las Calles,,No,Si,,Si,No
CORDOBA,San Alberto,,No,No,,No,No,
CORDOBA,,,No,,,No,,
,San Alberto,Los Callejones,No,No,No,No,No,No
CORDOBA,San Alberto,Mina Clavero,,No,Si,,Si,No
,San Alberto,Mussi,No,No,No,No,No,
CORDOBA,Unión,Idiazabal,,No,Si,,Si,
CORDOBA,,Justiniano Posse,No,,Si,Si,,No
CORDOBA,,,Si,No,,Si,Si,No
CORDOBA,Unión,,No,No,,Si,Si,No
CORDOBA,,,Si,,,Si,,
CORDOBA,Unión,Morrison,,No,Si,,Si,No
,Unión,Noetinger,,No,Si,,Si,No
CORDOBA,,Ordóñez,Si,,,Si,,
CORDOBA,Unión,,Si,No,,Si,Si,No
,Unión,Pueblo Italiano,,No,No,,Si,Si
,Unión,Ramón J. Cárcano,No,No,No,No,No,No
CABA,COMUNA 08,,Si,Si,,Si,Si,
CORDOBA,,Mendiolaza,Si,,Si,Si,,No
CORDOBA,,,No,,,No,,No
CORDOBA,Colón,,No,No,,Si,No,No
,Colón,Río Ceballos,,No,Si,,Si,Si
CABA,COMUNA 08,VILLA SOLDATI,,Si,Si,,Si,
CORDOBA,San Alberto,,Si,No,,Si,Si,No
CORDOBA,,Panaholma,No,,No,Si,,No
CORDOBA,,San Huberto,No,,Si,No,,
CORDOBA,,,No,,,Si,,No
,San Alberto,San Martín,No,No,No,No,No,No
,San Alberto,San Pedro,,No,Si,,No,No
CORDOBA,San Alberto,San Vicente,,No,Si,,Si,No
,San Alberto,Sauce Arriba,,No,No,,No,
CORDOBA,San Alberto,,No,No,,No,No,No
CABA,,FLORES,Si,,Si,Si,,Si
,Unión,San Antonio de Litín,,No,Si,,Si,
CORDOBA,Unión,San Marcos,,No,Si,,Si,
CORDOBA,,,No,,,Si,,No
CORDOBA,,Viamonte,Si,,No,Si,,No
,Unión,Villa Los Patos,,No,No,,No,
,Unión,Wenceslao Escalante,Si,No,No,Si,Si,Si
,COMUNA 01,SAN NICOLAS,Si,Si,Si,Si,Si,Si
ENTRE RIOS,Gualeguay,Gualeguay,,No,Si,,Si,Si
ENTRE RIOS,,,No,,No,No,,
ENTRE RIOS,Gualeguaychú,,No,No,,Si,Si,
ENTRE RIOS,Gualeguaychú,Aldea San Juan,,No,No,,No,No
,Gualeguaychú,Enrique Carbó,,No,No,,Si,No
ENTRE RIOS,Gualeguaychú,Estación Escriña,,No,No,,No,
,Gualeguaychú,Faustino M. Parera,Si,No,No,Si,Si,
CABA,COMUNA 02,,Si,Si,,Si,Si,Si
FORMOSA,,Subteniente Perín,No,,,Si,,Si
FORMOSA,,Villa General Güemes,No,,Si,Si,,
FORMOSA,,,No,,,Si,,
,Pilagás,Buena Vista,No,No,Si,Si,Si,No
,Pilagás,El Espinillo,,No,No,,Si,Si
FORMOSA,,,No,No,,No,No,No
CABA,,PARQUE CHACABUCO,Si,,Si,Si,,
,Pilagás,Misión Tacaagle,No,No,No,,Si,Si
FORMOSA,Pilagás,Portón Negro,,No,No,,No,No
FORMOSA,,Tres Lagunas,Si,,No,Si,,No
FORMOSA,Pilcomayo,,Si,No,,Si,Si,
FORMOSA,,,Si,,,Si,,No
CABA,,VILLA LUGANO,Si,,Si,Si,,Si
,Gualeguaychú,Pueblo General Belgrano,,No,No,,Si,
,Gualeguaychú,Urdinarrain,Si,No,No,Si,Si,No
ENTRE RIOS,,Arroyo Martínez,No,,No,Si,,No
ENTRE RIOS,Islas del Ibicuy,,No,No,,Si,Si,No
ENTRE RIOS,Islas del Ibicuy,,No,No,,Si,Si,No
ENTRE RIOS,,Médanos,No,,No,Si,,
ENTRE RIOS,Islas del Ibicuy,Ñancay,,No,No,,No,No
,Colón,Saldán,,No,Si,,Si,No
,Colón,Salsipuedes,Si,No,Si,Si,Si,
,Colón,Santa Elena,,No,No,,No,No
CORDOBA,,Tinoco,No,,No,No,,No
CORDOBA,,,Si,,,Si,,No
,Colón,Villa Allende,,No,Si,,Si,
,Colón,Villa Cerro Azul,Si,No,No,No,No,
CORDOBA,,Villa Corazon De Maria,No,,,No,,No
CORDOBA,Colón,,Si,No,,No,Si,Si
,Colón,Villa Los Llanos - Juárez Celman,Si,No,Si,Si,Si,No
CORDOBA,Colón,Villa Pastora,,No,No,,No,
,Cruz del Eje,Alto de los Quebrachos,,No,No,,No,No
,Cruz del Eje,Bañado de Soto,No,No,No,No,No,No
CABA,,,Si,,,Si,,
CORDOBA,,Villa de Soto,Si,,Si,Si,,
,General Roca,Del Campillo,Si,No,No,Si,Si,Si
CORDOBA,General Roca,Estación Lecueder,,No,No,,No,No
CORDOBA,General Roca,Hipólito Bouchard,,No,No,,Si,
,General Roca,Huinca Renancó,,Si,Si,,Si,
CORDOBA,General Roca,,No,No,,Si,Si,No
CORDOBA,,,No,,,Si,,No
CORDOBA,,Nicolás Bruzzone,No,,No,No,,
CORDOBA,General Roca,,No,,,No,Si,No
,General Roca,Pincén,No,No,No,No,Si,No
CORDOBA,General Roca,Ranqueles,,No,No,,No,No
CORDOBA,,,No,,,Si,,No
CORDOBA,,Villa Huidobro,No,,Si,Si,,
,General Roca,Villa Sarmiento,,No,No,,No,No
CORDOBA,General Roca,Villa Valeria,,No,No,,Si,Si
CORDOBA,,,Si,,,Si,,No
CORDOBA,General San Martín,,Si,No,,Si,Si,
CORDOBA,General San Martín,,No,No,,Si,,No
CORDOBA,,Villa Cura Brochero,No,,Si,Si,,No
CORDOBA,San Alberto,Villa Sarmiento,,No,No,,No,
,San Javier,Conlara,No,No,No,No,No,No
CORDOBA,,Cruz Caña,No,,No,No,,No
CORDOBA,,,No,,,No,,No
CORDOBA,,,No,,,No,,
CORDOBA,San Javier,,No,No,,No,No,No
,San Javier,El Valle,,No,No,,No,No
CORDOBA,San Javier,La Paz,,No,No,,Si,Si
,San Javier,La Población,,No,No,,No,No
,San Javier,La Ramada,No,No,No,No,No,
CORDOBA,San Javier,,No,No,,No,No,No
CORDOBA,,Las Chacras,No,,Si,No,,No
,San Javier,Las Tapias,No,No,No,Si,No,
,San Javier,Loma Bola,,No,No,,No,
CORDOBA,San Javier,,No,No,,Si,Si,No
CORDOBA,,,Si,,,Si,,No
CORDOBA,San Javier,Los Molles,,No,No,,No,
,San Javier,Los Romeros,,No,No,,No,No
,COMUNA 10,VILLA REAL,Si,Si,Si,Si,Si,Si
CORDOBA,General San Martín,Chazón,,No,No,,Si,No
CORDOBA,,Etruria,Si,,No,Si,,
CORDOBA,,,Si,No,,Si,Si,
,General San Martín,La Palestina,,No,No,,Si,No
,General San Martín,La Playosa,Si,No,No,Si,No,Si
,General San Martín,Las Mojarras,No,No,No,Si,No,
CORDOBA,General San Martín,Luca,,No,No,,Si,
CABA,,,Si,,,Si,,Si
CORDOBA,San Javier,,No,No,,Si,Si,No
CORDOBA,,,No,,,No,,No
CORDOBA,,Quebrada de los Pozos,No,,No,No,,
,San Javier,San Javier y Yacanto,,No,No,,Si,No
,San Javier,San José,No,No,No,Si,Si,No
CORDOBA,,Villa de las Rosas,No,,No,Si,,
CABA,,,Si,,,Si,Si,Si
ENTRE RIOS,Gualeguaychú,General Almada,,No,No,,Si,No
,Gualeguaychú,Gilbert,,No,No,Si,Si,No
ENTRE RIOS,Gualeguaychú,,Si,Si,,Si,Si,
ENTRE RIOS,,Irazusta,No,,No,No,,No
ENTRE RIOS,,Larroque,Si,,Si,Si,,No
ENTRE RIOS,,,No,,,No,,No
,General Viamonte,Los Toldos,Si,Si,Si,Si,Si,No
,General Viamonte,San Emilio,,No,No,,No,
BUENOS AIRES,General Viamonte,,No,No,,No,,No
BUENOS AIRES,,Banderaló,No,,No,Si,,Si
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,,Coronel Charlone,Si,,Si,Si,,
,General Villegas,Emilio V. Bunge,,No,No,,Si,Si
,General Villegas,General Villegas (Est. Villegas),Si,No,Si,Si,Si,Si
,General Villegas,Massey (Est. Elordi),No,No,No,,No,
BUENOS AIRES,General Villegas,Pichincha,,No,No,,No,Si
BUENOS AIRES,,Piedritas,Si,,Si,Si,,Si
BUENOS AIRES,General Villegas,,No,No,,Si,Si,No
BUENOS AIRES,General Villegas,Santa Regina,,No,No,,Si,
,José C. Paz,Tortuguitas,,No,No,,No,
BUENOS AIRES,,Agustín Roca,No,,Si,Si,,No
BUENOS AIRES,,,No,,,Si,,No
,Junín,Balneario Laguna de Gómez,No,No,No,Si,No,
,Junín,Fortín Tiburcio,,No,No,,Si,
BUENOS AIRES,Junín,Junín,,Si,Si,,Si,Si
,Junín,Laplacette,No,No,Si,No,No,No
BUENOS AIRES,Junín,,No,No,,Si,Si,
BUENOS AIRES,,Paraje La Agraria,No,,,No,,No
,Junín,Saforcada,,No,No,,Si,No
BUENOS AIRES,La Costa,Aguas Verdes,,No,Si,,No,No
CABA,COMUNA 15,PATERNAL,,Si,Si,,Si,
,Bella Vista,Bella Vista,,No,No,,Si,Si
CORRIENTES,Berón de Astrada,,No,No,,Si,Si,Si
CORRIENTES,,,No,,,Si,,No
CORRIENTES,,Barrio Esperanza,No,,No,Si,,
CORRIENTES,,,Si,Si,,Si,Si,
,Morón,Haedo,Si,Si,Si,Si,Si,No
BUENOS AIRES,Morón,Moron,,Si,Si,,Si,Si
BUENOS AIRES,,,Si,,,Si,,
BUENOS AIRES,,José Juan Almeyra,No,,No,No,,No
,Navarro,Las Marianas,,No,No,,No,No
BUENOS AIRES,Navarro,Navarro,,Si,Si,,Si,Si
BUENOS AIRES,,,No,,,No,,
BUENOS AIRES,Necochea,,No,No,,No,Si,No
BUENOS AIRES,Olavarría,,No,No,,Si,No,No
BUENOS AIRES,,Sierras Bayas,Si,,No,No,,No
,Olavarría,Villa Alfredo Fortabat,,No,No,,Si,No
,Olavarría,Villa Arrieta,No,No,No,Si,No,
BUENOS AIRES,,Villa La Serranía,No,,No,Si,,No
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,Patagones,,No,No,,Si,No,
BUENOS AIRES,,Carmen de Patagones,Si,,Si,Si,,Si
BUENOS AIRES,Patagones,José B. Casas,,No,No,,No,No
,Patagones,Juan A. Pradere,,No,No,Si,No,No
,Patagones,Stroeder,No,Si,Si,Si,Si,No
,Patagones,Villalonga,,Si,Si,,Si,
BUENOS AIRES,,Capitán Castro,No,,No,No,,No
BUENOS AIRES,,,No,,,Si,,No
,COMUNA 15,VILLA CRESPO,,Si,Si,,Si,
,San Javier,Villa Dolores,Si,No,Si,Si,Si,
CORDOBA,,,No,,,No,,No
CORDOBA,San Justo,,No,No,,Si,Si,Si
,San Justo,Altos de Chipión,Si,No,No,Si,Si,
BUENOS AIRES,Tres Arroyos,Claromecó,,No,Si,,Si,
,Tres Arroyos,Copetonas,,No,Si,,Si,No
,Tres Arroyos,Dunamar,No,No,No,Si,No,No
