id,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Dial up,Otros,Total
2019 *1 *Catamarca,2019.0,1.0,Catamarca,26912.0,4443.0,16.0,0.0,,,33622.0
2019 *1 *Chaco,2019.0,1.0,Chaco,53409.0,43555.0,1951.0,3628.0,,,103677.0
2019 *1 *Chubut,2019.0,1.0,Chubut,37302.0,23065.0,1923.0,14443.0,,,79778.0
2019 *1 *Córdoba,2019.0,1.0,Córdoba,323272.0,363959.0,19902.0,24615.0,,,744115.0
2019 *1 *Corrientes,2019.0,1.0,Corrientes,55842.0,43444.0,1615.0,1528.0,,,102487.0
2019 *1 *Entre Ríos,2019.0,1.0,Entre Ríos,100999.0,90253.0,12723.0,16231.0,,,232447.0
2019 *1 *Formosa,2019.0,1.0,Formosa,22570.0,7878.0,940.0,13761.0,,,45211.0
2019 *1 *Jujuy,2019.0,1.0,Jujuy,33248.0,12484.0,153.0,6400.0,,,90147.0
2019 *1 *La Pampa,2019.0,1.0,La Pampa,18832.0,57373.0,2891.0,9023.0,,,89160.0
2019 *1 *La Rioja,2019.0,1.0,La Rioja,16367.0,34984.0,12.0,2520.0,,,51656.0
2019 *1 *Mendoza,2019.0,1.0,Mendoza,148524.0,40205.0,5662.0,10363.0,,,206298.0
2019 *1 *Misiones,2019.0,1.0,Misiones,54898.0,59214.0,465.0,4260.0,,,122720.0
2019 *1 *Neuquén,2019.0,1.0,Neuquén,40747.0,55634.0,3114.0,1251.0,,,114377.0
2019 *1 *Río Negro,2019.0,1.0,Río Negro,68377.0,34124.0,3994.0,9736.0,,,121088.0
2019 *1 *Salta,2019.0,1.0,Salta,74426.0,57933.0,647.0,1135.0,,,136020.0
2019 *1 *San Juan,2019.0,1.0,San Juan,51660.0,5838.0,808.0,2932.0,,,62445.0
2019 *1 *San Luis,2019.0,1.0,San Luis,11108.0,7784.0,378.0,53097.0,,,96335.0
2019 *1 *Santa Cruz,2019.0,1.0,Santa Cruz,10659.0,4615.0,382.0,6514.0,,,24905.0
2019 *1 *Santa Fe,2019.0,1.0,Santa Fe,340038.0,340344.0,15621.0,23215.0,,,737078.0
2019 *1 *Santiago Del Estero,2019.0,1.0,Santiago Del Estero,25337.0,61547.0,23.0,2847.0,,,89853.0
2019 *1 *Tierra Del Fuego,2019.0,1.0,Tierra Del Fuego,19789.0,23549.0,1623.0,0.0,,,46447.0
2019 *1 *Tucumán,2019.0,1.0,Tucumán,159215.0,11670.0,118.0,6780.0,,,172002.0
20184Buenos Aires,2018.0,4.0,Buenos Aires,1305576.0,1949637.0,296102.0,65477.0,10104.0,9710.0,3636606.0
20184Capital Federal,2018.0,4.0,Capital Federal,328253.0,1019490.0,33042.0,3978.0,3443.0,814.0,1389020.0
20184Catamarca,2018.0,4.0,Catamarca,26912.0,4443.0,16.0,0.0,9.0,2203.0,33583.0
20184Chaco,2018.0,4.0,Chaco,53409.0,43555.0,1940.0,3236.0,13.0,100.0,103270.0
20184Chubut,2018.0,4.0,Chubut,37215.0,23065.0,952.0,14443.0,1518.0,1529.0,78722.0
20184Córdoba,2018.0,4.0,Córdoba,328854.0,355716.0,17675.0,21851.0,105.0,13138.0,737339.0
20184Corrientes,2018.0,4.0,Corrientes,55842.0,42418.0,796.0,1515.0,10.0,290.0,100601.0
20184Entre Ríos,2018.0,4.0,Entre Ríos,101168.0,86198.0,4853.0,15472.0,44.0,14312.0,222047.0
20184Formosa,2018.0,4.0,Formosa,22619.0,7880.0,887.0,13761.0,,,45204.0
20184Jujuy,2018.0,4.0,Jujuy,33248.0,12484.0,153.0,6400.0,1.0,43607.0,90133.0
20184La Pampa,2018.0,4.0,La Pampa,18832.0,55337.0,2685.0,7772.0,268.0,-167.0,85636.0
20184La Rioja,2018.0,4.0,La Rioja,16367.0,34984.0,12.0,2520.0,18.0,342.0,51651.0
20184Mendoza,2018.0,4.0,Mendoza,148524.0,40205.0,5665.0,10363.0,1322.0,225.0,206304.0
20184Misiones,2018.0,4.0,Misiones,55500.0,53673.0,465.0,4260.0,,,116273.0
20184Neuquén,2018.0,4.0,Neuquén,40747.0,55634.0,3115.0,12425.0,2056.0,388.0,114365.0
20184Río Negro,2018.0,4.0,Río Negro,68377.0,34292.0,1299.0,8037.0,915.0,3917.0,116837.0
20184Salta,2018.0,4.0,Salta,74295.0,57539.0,638.0,2530.0,1.0,1852.0,134578.0
20184San Juan,2018.0,4.0,San Juan,51660.0,5838.0,806.0,2883.0,564.0,647.0,62398.0
20184San Luis,2018.0,4.0,San Luis,11108.0,7784.0,378.0,53097.0,291.0,23673.0,96331.0
20184Santa Cruz,2018.0,4.0,Santa Cruz,10659.0,4615.0,382.0,6378.0,325.0,2409.0,24768.0
20184Santa Fe,2018.0,4.0,Santa Fe,335519.0,322782.0,14387.0,18705.0,229.0,28768.0,720390.0
20184Santiago Del Estero,2018.0,4.0,Santiago Del Estero,25339.0,61243.0,23.0,2649.0,2.0,808.0,89335.0
20184Tierra Del Fuego,2018.0,4.0,Tierra Del Fuego,19789.0,23349.0,1623.0,0.0,544.0,955.0,46260.0
20184Tucumán,2018.0,4.0,Tucumán,159215.0,11670.0,119.0,6860.0,32.0,3108.0,172004.0
20183Buenos Aires,2018.0,3.0,Buenos Aires,1435856.0,1929273.0,156382.0,62318.0,10563.0,15885.0,3610277.0
20183Capital Federal,2018.0,3.0,Capital Federal,334353.0,1009252.0,35694.0,3872.0,6686.0,2633.0,1392490.0
20183Catamarca,2018.0,3.0,Catamarca,27553.0,4443.0,15.0,10.0,11.0,2203.0,34226.0
20183Chaco,2018.0,3.0,Chaco,53927.0,42359.0,1990.0,2628.0,12.0,1117.0,102033.0
20183Chubut,2018.0,3.0,Chubut,58887.0,23065.0,1239.0,13817.0,2426.0,4302.0,103736.0
20183Córdoba,2018.0,3.0,Córdoba,337620.0,342401.0,15785.0,19213.0,94.0,10745.0,725858.0
20183Corrientes,2018.0,3.0,Corrientes,56444.0,41300.0,212.0,1468.0,11.0,309.0,99456.0
20183Entre Ríos,2018.0,3.0,Entre Ríos,103318.0,83714.0,2403.0,15093.0,48.0,752.0,204608.0
20183Formosa,2018.0,3.0,Formosa,22777.0,7589.0,817.0,13625.0,,,44865.0
20183Jujuy,2018.0,3.0,Jujuy,33363.0,10856.0,32.0,6410.0,1.0,429.0,44935.0
20183La Pampa,2018.0,3.0,La Pampa,12415.0,54574.0,8437.0,7011.0,244.0,9626.0,83424.0
20183La Rioja,2018.0,3.0,La Rioja,16587.0,34984.0,13.0,2530.0,17.0,333.0,51872.0
20183Mendoza,2018.0,3.0,Mendoza,151033.0,40205.0,5744.0,8195.0,1484.0,368.0,207029.0
20183Misiones,2018.0,3.0,Misiones,56290.0,50793.0,512.0,3910.0,,,108042.0
20183Neuquén,2018.0,3.0,Neuquén,46602.0,54129.0,998.0,12277.0,2005.0,707.0,116718.0
20183Río Negro,2018.0,3.0,Río Negro,68590.0,33474.0,1252.0,5051.0,1059.0,4066.0,113492.0
20183Salta,2018.0,3.0,Salta,76600.0,53980.0,678.0,2340.0,1.0,1390.0,132883.0
20183San Juan,2018.0,3.0,San Juan,54025.0,5838.0,826.0,2744.0,658.0,390.0,64481.0
20183San Luis,2018.0,3.0,San Luis,11096.0,7784.0,368.0,52859.0,300.0,2014.0,74421.0
20183Santa Cruz,2018.0,3.0,Santa Cruz,18606.0,4574.0,585.0,6238.0,434.0,3562.0,33999.0
20183Santa Fe,2018.0,3.0,Santa Fe,339126.0,312866.0,11749.0,16337.0,217.0,14805.0,695100.0
20183Santiago Del Estero,2018.0,3.0,Santiago Del Estero,25805.0,58789.0,23.0,1662.0,2.0,808.0,86360.0
20183Tierra Del Fuego,2018.0,3.0,Tierra Del Fuego,19365.0,22649.0,1502.0,10.0,508.0,1539.0,45564.0
20183Tucumán,2018.0,3.0,Tucumán,161209.0,9280.0,110.0,2520.0,31.0,3119.0,171166.0
20182Buenos Aires,2018.0,2.0,Buenos Aires,1450203.0,1807868.0,143626.0,71256.0,10565.0,17181.0,3500699.0
20182Capital Federal,2018.0,2.0,Capital Federal,342431.0,977916.0,35610.0,3908.0,6688.0,2633.0,1369186.0
20182Catamarca,2018.0,2.0,Catamarca,27444.0,4415.0,15.0,10.0,11.0,2203.0,34089.0
20182Chaco,2018.0,2.0,Chaco,54134.0,40750.0,562.0,1946.0,12.0,1117.0,98521.0
20182Chubut,2018.0,2.0,Chubut,58935.0,19591.0,1239.0,1407.0,2427.0,4302.0,100564.0
20182Córdoba,2018.0,2.0,Córdoba,345141.0,327636.0,13832.0,16355.0,94.0,10015.0,713073.0
20182Corrientes,2018.0,2.0,Corrientes,56541.0,39715.0,201.0,1468.0,11.0,309.0,97957.0
20182Entre Ríos,2018.0,2.0,Entre Ríos,104811.0,80376.0,2405.0,12313.0,48.0,752.0,199985.0
20182Formosa,2018.0,2.0,Formosa,23543.0,7311.0,18.0,13625.0,,,44554.0
20182Jujuy,2018.0,2.0,Jujuy,33571.0,10856.0,23.0,6400.0,1.0,429.0,45133.0
20182La Pampa,2018.0,2.0,La Pampa,12416.0,53587.0,8420.0,7011.0,244.0,9626.0,82421.0
20182La Rioja,2018.0,2.0,La Rioja,16663.0,34984.0,13.0,2530.0,17.0,333.0,51948.0
20182Mendoza,2018.0,2.0,Mendoza,152938.0,36872.0,3084.0,6206.0,1484.0,368.0,200952.0
20182Misiones,2018.0,2.0,Misiones,57265.0,47923.0,512.0,3910.0,,,106147.0
20182Neuquén,2018.0,2.0,Neuquén,46633.0,52855.0,998.0,12649.0,2006.0,707.0,115848.0
20182Río Negro,2018.0,2.0,Río Negro,68667.0,32795.0,1252.0,4396.0,1059.0,4066.0,112235.0
20182Salta,2018.0,2.0,Salta,78386.0,53478.0,678.0,2340.0,1.0,1390.0,134167.0
20182San Juan,2018.0,2.0,San Juan,54080.0,5068.0,826.0,3079.0,658.0,390.0,64101.0
20182San Luis,2018.0,2.0,San Luis,11104.0,7666.0,368.0,160.0,300.0,2014.0,21468.0
20182Santa Cruz,2018.0,2.0,Santa Cruz,18615.0,4474.0,585.0,6734.0,435.0,3562.0,34405.0
20182Santa Fe,2018.0,2.0,Santa Fe,337934.0,304349.0,11354.0,15801.0,309.0,14805.0,684552.0
20182Santiago Del Estero,2018.0,2.0,Santiago Del Estero,26074.0,55935.0,23.0,1662.0,2.0,808.0,83775.0
20182Tierra Del Fuego,2018.0,2.0,Tierra Del Fuego,19372.0,22756.0,531.0,10.0,508.0,1539.0,44707.0
20182Tucumán,2018.0,2.0,Tucumán,160315.0,8965.0,110.0,2520.0,31.0,3119.0,169957.0
20181Buenos Aires,2018.0,1.0,Buenos Aires,1452061.0,1793884.0,133928.0,64379.0,10564.0,20630.0,3475446.0
20181Capital Federal,2018.0,1.0,Capital Federal,349995.0,968483.0,35535.0,3164.0,6688.0,2705.0,1366570.0
20181Catamarca,2018.0,1.0,Catamarca,27300.0,4415.0,15.0,10.0,11.0,2203.0,33945.0
20181Chaco,2018.0,1.0,Chaco,54879.0,40157.0,383.0,3880.0,12.0,101.0,96937.0
20181Chubut,2018.0,1.0,Chubut,56375.0,19591.0,1194.0,1407.0,2427.0,4302.0,97959.0
20181Córdoba,2018.0,1.0,Córdoba,349342.0,326894.0,13178.0,13237.0,101.0,11174.0,713926.0
20181Corrientes,2018.0,1.0,Corrientes,56937.0,35225.0,888.0,1334.0,11.0,319.0,94417.0
20181Entre Ríos,2018.0,1.0,Entre Ríos,106998.0,75751.0,3789.0,10776.0,48.0,752.0,197394.0
20181Formosa,2018.0,1.0,Formosa,23556.0,7095.0,17.0,1603.0,,,32328.0
20181Jujuy,2018.0,1.0,Jujuy,33856.0,10456.0,23.0,280.0,1.0,429.0,44406.0
20181La Pampa,2018.0,1.0,La Pampa,10807.0,51389.0,8386.0,10556.0,396.0,1530.0,83064.0
20181La Rioja,2018.0,1.0,La Rioja,16960.0,34984.0,13.0,2530.0,17.0,333.0,52245.0
20181Mendoza,2018.0,1.0,Mendoza,152931.0,36872.0,3086.0,6206.0,1484.0,368.0,200947.0
20181Misiones,2018.0,1.0,Misiones,56311.0,46880.0,328.0,50.0,,,103580.0
20181Neuquén,2018.0,1.0,Neuquén,46714.0,55072.0,1000.0,12404.0,2006.0,707.0,117903.0
20181Río Negro,2018.0,1.0,Río Negro,68769.0,31712.0,1251.0,4259.0,1062.0,4066.0,111119.0
20181Salta,2018.0,1.0,Salta,79936.0,51534.0,118.0,2040.0,1.0,1390.0,133183.0
20181San Juan,2018.0,1.0,San Juan,54080.0,5068.0,826.0,2246.0,658.0,390.0,63268.0
20181San Luis,2018.0,1.0,San Luis,11104.0,7594.0,368.0,160.0,300.0,2014.0,21396.0
20181Santa Cruz,2018.0,1.0,Santa Cruz,18615.0,4474.0,1799.0,6734.0,435.0,2348.0,34405.0
20181Santa Fe,2018.0,1.0,Santa Fe,341997.0,300421.0,10674.0,11636.0,309.0,14989.0,680026.0
20181Santiago Del Estero,2018.0,1.0,Santiago Del Estero,26788.0,54594.0,23.0,1432.0,2.0,808.0,82918.0
20181Tierra Del Fuego,2018.0,1.0,Tierra Del Fuego,19372.0,9663.0,531.0,10.0,508.0,1539.0,31614.0
20181Tucumán,2018.0,1.0,Tucumán,158611.0,8921.0,107.0,3680.0,31.0,469.0,168057.0
20174Buenos Aires,2017.0,4.0,Buenos Aires,1241172.0,1718013.0,131181.0,60082.0,10690.0,20758.0,3181896.0
20174Capital Federal,2017.0,4.0,Capital Federal,571363.0,961688.0,36277.0,3119.0,6906.0,2971.0,1582324.0
20174Catamarca,2017.0,4.0,Catamarca,27083.0,263.0,11.0,10.0,10.0,12.0,29558.0
20174Chaco,2017.0,4.0,Chaco,55035.0,39690.0,389.0,3800.0,12.0,1109.0,96615.0
20174Chubut,2017.0,4.0,Chubut,56378.0,15097.0,1187.0,1407.0,2428.0,4280.0,93440.0
20174Córdoba,2017.0,4.0,Córdoba,349710.0,324709.0,12778.0,12043.0,105.0,10634.0,709979.0
20174Corrientes,2017.0,4.0,Corrientes,56786.0,34722.0,894.0,1334.0,11.0,339.0,93771.0
20174Entre Ríos,2017.0,4.0,Entre Ríos,107764.0,73692.0,1894.0,10267.0,49.0,811.0,193703.0
20174Formosa,2017.0,4.0,Formosa,23410.0,6973.0,19.0,1603.0,,,32056.0
20174Jujuy,2017.0,4.0,Jujuy,33844.0,9626.0,20.0,280.0,1.0,339.0,43552.0
20174La Pampa,2017.0,4.0,La Pampa,10808.0,50495.0,8272.0,10569.0,396.0,1531.0,82071.0
20174La Rioja,2017.0,4.0,La Rioja,16912.0,34984.0,14.0,2530.0,17.0,293.0,52194.0
20174Mendoza,2017.0,4.0,Mendoza,152896.0,16114.0,3015.0,6206.0,1490.0,-1298.0,180151.0
20174Misiones,2017.0,4.0,Misiones,56271.0,47470.0,95.0,50.0,,,103895.0
20174Neuquén,2017.0,4.0,Neuquén,46739.0,54119.0,1017.0,12404.0,2006.0,686.0,116971.0
20174Río Negro,2017.0,4.0,Río Negro,68690.0,30451.0,1250.0,4259.0,1062.0,4052.0,109764.0
20174Salta,2017.0,4.0,Salta,80705.0,50446.0,127.0,1580.0,1.0,1375.0,132812.0
20174San Juan,2017.0,4.0,San Juan,54079.0,451.0,812.0,2246.0,659.0,377.0,58624.0
20174San Luis,2017.0,4.0,San Luis,11104.0,1119.0,335.0,170.0,300.0,2029.0,14904.0
20174Santa Cruz,2017.0,4.0,Santa Cruz,18614.0,1668.0,582.0,4638.0,434.0,-39.0,29452.0
20174Santa Fe,2017.0,4.0,Santa Fe,341680.0,293831.0,10602.0,10965.0,323.0,15059.0,672460.0
20174Santiago Del Estero,2017.0,4.0,Santiago Del Estero,27313.0,40407.0,19.0,1025.0,2.0,798.0,68844.0
20174Tierra Del Fuego,2017.0,4.0,Tierra Del Fuego,19372.0,6906.0,530.0,10.0,508.0,1537.0,28854.0
20174Tucumán,2017.0,4.0,Tucumán,156583.0,5223.0,105.0,1020.0,34.0,3156.0,162332.0
20173Buenos Aires,2017.0,3.0,Buenos Aires,1288025.0,1571180.0,124920.0,35058.0,11202.0,27575.0,3057960.0
20173Capital Federal,2017.0,3.0,Capital Federal,583249.0,941092.0,33481.0,2814.0,7070.0,2653.0,1570359.0
20173Catamarca,2017.0,3.0,Catamarca,26873.0,4411.0,12.0,10.0,11.0,2170.0,33478.0
20173Chaco,2017.0,3.0,Chaco,54888.0,37307.0,456.0,360.0,12.0,1060.0,93759.0
20173Chubut,2017.0,3.0,Chubut,56359.0,5645.0,1217.0,13503.0,2477.0,-1795.0,83544.0
20173Córdoba,2017.0,3.0,Córdoba,344580.0,319360.0,10579.0,7137.0,108.0,14880.0,696644.0
20173Corrientes,2017.0,3.0,Corrientes,56247.0,33993.0,947.0,1334.0,12.0,258.0,92548.0
20173Entre Ríos,2017.0,3.0,Entre Ríos,107774.0,69596.0,1786.0,6245.0,50.0,580.0,185464.0
20173Formosa,2017.0,3.0,Formosa,22647.0,6816.0,428.0,2202.0,,,32105.0
20173Jujuy,2017.0,3.0,Jujuy,33796.0,9395.0,20.0,230.0,1.0,79.0,43242.0
20173La Pampa,2017.0,3.0,La Pampa,11378.0,49679.0,5153.0,11536.0,410.0,1534.0,79690.0
20173La Rioja,2017.0,3.0,La Rioja,16638.0,34984.0,14.0,2520.0,17.0,233.0,51913.0
20173Mendoza,2017.0,3.0,Mendoza,154036.0,33788.0,2772.0,290.0,1533.0,333.0,192491.0
20173Misiones,2017.0,3.0,Misiones,56472.0,43880.0,110.0,50.0,,,100476.0
20173Neuquén,2017.0,3.0,Neuquén,48001.0,52468.0,1044.0,11576.0,2029.0,666.0,115784.0
20173Río Negro,2017.0,3.0,Río Negro,69301.0,30018.0,1106.0,3054.0,1103.0,2914.0,107496.0
20173Salta,2017.0,3.0,Salta,80782.0,50284.0,127.0,1580.0,1.0,1166.0,132518.0
20173San Juan,2017.0,3.0,San Juan,54499.0,5068.0,816.0,1053.0,660.0,353.0,62449.0
20173San Luis,2017.0,3.0,San Luis,11407.0,7576.0,347.0,260.0,311.0,2052.0,21719.0
20173Santa Cruz,2017.0,3.0,Santa Cruz,19220.0,5487.0,1544.0,4552.0,468.0,2419.0,33690.0
20173Santa Fe,2017.0,3.0,Santa Fe,322953.0,290655.0,6338.0,4897.0,256.0,37243.0,662342.0
20173Santiago Del Estero,2017.0,3.0,Santiago Del Estero,27733.0,54096.0,19.0,9110.0,2.0,348.0,82794.0
20173Tierra Del Fuego,2017.0,3.0,Tierra Del Fuego,21587.0,7012.0,622.0,10.0,583.0,1661.0,31466.0
20173Tucumán,2017.0,3.0,Tucumán,154130.0,6431.0,106.0,400.0,33.0,3017.0,161012.0
20172Buenos Aires,2017.0,2.0,Buenos Aires,1378549.0,1535037.0,119132.0,21555.0,11201.0,13157.0,3078631.0
20172Capital Federal,2017.0,2.0,Capital Federal,615262.0,932466.0,38628.0,2819.0,8016.0,3000.0,1600191.0
20172Catamarca,2017.0,2.0,Catamarca,26401.0,255.0,14.0,10.0,13.0,327.0,26705.0
20172Chaco,2017.0,2.0,Chaco,54449.0,35613.0,458.0,520.0,14.0,376.0,90611.0
20172Chubut,2017.0,2.0,Chubut,43994.0,1067.0,916.0,13194.0,1730.0,3074.0,63975.0
20172Córdoba,2017.0,2.0,Córdoba,341748.0,303488.0,4451.0,6446.0,133.0,1372.0,657638.0
20172Corrientes,2017.0,2.0,Corrientes,55262.0,33192.0,258.0,1354.0,12.0,298.0,90097.0
20172Entre Ríos,2017.0,2.0,Entre Ríos,108309.0,67650.0,254.0,6448.0,57.0,653.0,182732.0
20172Formosa,2017.0,2.0,Formosa,22493.0,6410.0,17.0,1023.0,,,29956.0
20172Jujuy,2017.0,2.0,Jujuy,33742.0,8858.0,22.0,0.0,1.0,349.0,42657.0
20172La Pampa,2017.0,2.0,La Pampa,12754.0,48310.0,5194.0,6253.0,449.0,4661.0,73022.0
20172La Rioja,2017.0,2.0,La Rioja,16244.0,0.0,15.0,20.0,18.0,262.0,16289.0
20172Mendoza,2017.0,2.0,Mendoza,153331.0,13030.0,2581.0,270.0,1451.0,333.0,170753.0
20172Misiones,2017.0,2.0,Misiones,56752.0,42925.0,103.0,50.0,,,99794.0
20172Neuquén,2017.0,2.0,Neuquén,51794.0,50283.0,1133.0,11545.0,2112.0,566.0,117433.0
20172Río Negro,2017.0,2.0,Río Negro,67038.0,29147.0,961.0,3213.0,998.0,-872.0,101619.0
20172Salta,2017.0,2.0,Salta,80184.0,27280.0,115.0,1580.0,1.0,8039.0,108541.0
20172San Juan,2017.0,2.0,San Juan,48670.0,451.0,772.0,1073.0,620.0,8530.0,51881.0
20172San Luis,2017.0,2.0,San Luis,11432.0,1120.0,354.0,260.0,315.0,3435.0,13307.0
20172Santa Cruz,2017.0,2.0,Santa Cruz,15311.0,2722.0,1365.0,4735.0,369.0,1886.0,26388.0
20172Santa Fe,2017.0,2.0,Santa Fe,329813.0,228102.0,3234.0,4958.0,362.0,811.0,567280.0
20172Santiago Del Estero,2017.0,2.0,Santiago Del Estero,28337.0,3900.0,19.0,9110.0,2.0,288.0,33196.0
20172Tierra Del Fuego,2017.0,2.0,Tierra Del Fuego,22636.0,6905.0,665.0,10.0,619.0,-384.0,32557.0
20172Tucumán,2017.0,2.0,Tucumán,149013.0,5223.0,116.0,140.0,37.0,413.0,154411.0
20171Buenos Aires,2017.0,1.0,Buenos Aires,1559178.0,1465817.0,118839.0,212.0,11202.0,13140.0,3189376.0
20171Capital Federal,2017.0,1.0,Capital Federal,428801.0,918328.0,38259.0,273.0,8016.0,2912.0,1399046.0
20171Catamarca,2017.0,1.0,Catamarca,26020.0,248.0,14.0,10.0,13.0,327.0,26317.0
20171Chaco,2017.0,1.0,Chaco,54430.0,34277.0,252.0,520.0,14.0,376.0,89050.0
20171Chubut,2017.0,1.0,Chubut,43994.0,999.0,916.0,13194.0,1730.0,3063.0,63896.0
20171Córdoba,2017.0,1.0,Córdoba,335673.0,293479.0,4871.0,5782.0,133.0,1261.0,641199.0
20171Corrientes,2017.0,1.0,Corrientes,54993.0,31994.0,236.0,1354.0,12.0,298.0,88608.0
20171Entre Ríos,2017.0,1.0,Entre Ríos,108509.0,65095.0,230.0,6448.0,57.0,653.0,180353.0
20171Formosa,2017.0,1.0,Formosa,22438.0,6215.0,16.0,1023.0,,,29705.0
20171Jujuy,2017.0,1.0,Jujuy,33869.0,9278.0,22.0,0.0,1.0,339.0,43203.0
20171La Pampa,2017.0,1.0,La Pampa,12754.0,47195.0,5194.0,6253.0,455.0,4715.0,71913.0
20171La Rioja,2017.0,1.0,La Rioja,16180.0,0.0,15.0,20.0,18.0,262.0,16225.0
20171Mendoza,2017.0,1.0,Mendoza,153326.0,13030.0,2581.0,270.0,1451.0,318.0,170733.0
20171Misiones,2017.0,1.0,Misiones,57363.0,40142.0,101.0,50.0,,,97619.0
20171Neuquén,2017.0,1.0,Neuquén,51771.0,48109.0,1124.0,11665.0,2112.0,-1845.0,115339.0
20171Río Negro,2017.0,1.0,Río Negro,67075.0,28785.0,954.0,3213.0,1000.0,261.0,101288.0
20171Salta,2017.0,1.0,Salta,79837.0,26845.0,114.0,1580.0,1.0,6789.0,107633.0
20171San Juan,2017.0,1.0,San Juan,48670.0,451.0,772.0,1073.0,620.0,8450.0,51873.0
20171San Luis,2017.0,1.0,San Luis,11432.0,1120.0,354.0,260.0,315.0,3435.0,13307.0
20171Santa Cruz,2017.0,1.0,Santa Cruz,15502.0,2722.0,1272.0,4733.0,370.0,1887.0,26486.0
20171Santa Fe,2017.0,1.0,Santa Fe,327458.0,226094.0,3210.0,4948.0,362.0,810.0,562882.0
20171Santiago Del Estero,2017.0,1.0,Santiago Del Estero,29616.0,3900.0,19.0,9110.0,2.0,288.0,34475.0
20171Tierra Del Fuego,2017.0,1.0,Tierra Del Fuego,22636.0,6905.0,665.0,10.0,619.0,-384.0,32557.0
20171Tucumán,2017.0,1.0,Tucumán,147373.0,5223.0,116.0,140.0,37.0,413.0,152771.0
20164Buenos Aires,2016.0,4.0,Buenos Aires,1563542.0,1414676.0,118747.0,21394.0,11202.0,13140.0,3142701.0
20164Capital Federal,2016.0,4.0,Capital Federal,434835.0,914952.0,38161.0,2583.0,8016.0,2912.0,1401459.0
20164Catamarca,2016.0,4.0,Catamarca,26735.0,250.0,14.0,10.0,13.0,327.0,27034.0
20164Chaco,2016.0,4.0,Chaco,54974.0,33534.0,248.0,520.0,14.0,376.0,88847.0
20164Chubut,2016.0,4.0,Chubut,43994.0,955.0,916.0,13107.0,1730.0,3063.0,63765.0
20164Córdoba,2016.0,4.0,Córdoba,337368.0,289344.0,3368.0,5686.0,133.0,7757.0,636555.0
20164Corrientes,2016.0,4.0,Corrientes,54981.0,31497.0,233.0,1354.0,12.0,298.0,88096.0
20164Entre Ríos,2016.0,4.0,Entre Ríos,109359.0,64141.0,226.0,6448.0,57.0,653.0,180245.0
20164Formosa,2016.0,4.0,Formosa,22400.0,6061.0,16.0,1023.0,,,29513.0
20164Jujuy,2016.0,4.0,Jujuy,33838.0,8731.0,22.0,0.0,1.0,339.0,42625.0
20164La Pampa,2016.0,4.0,La Pampa,12754.0,47245.0,5054.0,6253.0,460.0,4760.0,71828.0
20164La Rioja,2016.0,4.0,La Rioja,16270.0,0.0,16.0,20.0,18.0,262.0,16316.0
20164Mendoza,2016.0,4.0,Mendoza,153320.0,13030.0,2579.0,270.0,1451.0,318.0,170725.0
20164Misiones,2016.0,4.0,Misiones,57983.0,39294.0,100.0,50.0,,,97390.0
20164Neuquén,2016.0,4.0,Neuquén,51742.0,46389.0,1124.0,1191.0,2112.0,-1845.0,113835.0
20164Río Negro,2016.0,4.0,Río Negro,67057.0,28474.0,954.0,3274.0,1000.0,261.0,101020.0
20164Salta,2016.0,4.0,Salta,79389.0,26657.0,110.0,1580.0,1.0,6209.0,106935.0
20164San Juan,2016.0,4.0,San Juan,48670.0,451.0,772.0,1121.0,620.0,8450.0,51921.0
20164San Luis,2016.0,4.0,San Luis,11432.0,1120.0,354.0,260.0,315.0,3435.0,13307.0
20164Santa Cruz,2016.0,4.0,Santa Cruz,15607.0,2722.0,1055.0,4823.0,370.0,1887.0,26464.0
20164Santa Fe,2016.0,4.0,Santa Fe,326721.0,225792.0,3201.0,4946.0,362.0,810.0,561832.0
20164Santiago Del Estero,2016.0,4.0,Santiago Del Estero,30192.0,3900.0,19.0,9110.0,2.0,288.0,35051.0
20164Tierra Del Fuego,2016.0,4.0,Tierra Del Fuego,22636.0,6905.0,665.0,10.0,619.0,-384.0,32557.0
20164Tucumán,2016.0,4.0,Tucumán,146995.0,4482.0,116.0,140.0,37.0,413.0,151652.0
20163Buenos Aires,2016.0,3.0,Buenos Aires,1574216.0,1355770.0,113463.0,18867.0,11205.0,13071.0,3086592.0
20163Capital Federal,2016.0,3.0,Capital Federal,447726.0,905105.0,36796.0,2514.0,8051.0,2912.0,1403104.0
20163Catamarca,2016.0,3.0,Catamarca,26689.0,248.0,14.0,10.0,13.0,167.0,26970.0
20163Chaco,2016.0,3.0,Chaco,56251.0,32730.0,232.0,20.0,14.0,136.0,89230.0
20163Chubut,2016.0,3.0,Chubut,43987.0,935.0,916.0,13364.0,1730.0,-1255.0,63952.0
20163Córdoba,2016.0,3.0,Córdoba,348481.0,285480.0,2540.0,5695.0,133.0,3817.0,642591.0
20163Corrientes,2016.0,3.0,Corrientes,55934.0,30813.0,217.0,1354.0,12.0,208.0,88340.0
20163Entre Ríos,2016.0,3.0,Entre Ríos,112588.0,61850.0,206.0,6441.0,57.0,583.0,181149.0
20163Formosa,2016.0,3.0,Formosa,21800.0,5905.0,9.0,0.0,,,27716.0
20163Jujuy,2016.0,3.0,Jujuy,34250.0,8236.0,22.0,0.0,1.0,299.0,42538.0
